whole milk,butter,rolls/buns,pasta,candy,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,butter,domestic eggs,bottled water,soda,misc. beverages,,,,,,,,,,,,,,,,
whole milk,yogurt,frozen meals,waffles,napkins,newspapers,,,,,,,,,,,,,,,,,
sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
pork,newspapers,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,
bottled water,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
whole milk,artif. sweetener,,,,,,,,,,,,,,,,,,,,,
chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,
root vegetables,UHT-milk,condensed milk,white bread,shopping bags,,,,,,,,,,,,,,,,,,
chicken,ice cream,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,yogurt,whipped/sour cream,UHT-milk,salt,coffee,bottled water,bottled beer,,,,,,,,,,,,,,
pip fruit,whole milk,domestic eggs,sweet spreads,soda,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,
curd,Instant food products,specialty bar,,,,,,,,,,,,,,,,,,,,
sausage,turkey,pip fruit,curd,yogurt,frozen vegetables,white bread,canned vegetables,sweet spreads,soda,fruit/vegetable juice,hygiene articles,,,,,,,,,,,
frankfurter,sausage,tropical fruit,other vegetables,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,chocolate,dish cleaner,shopping bags,,,,,,,,,,,,
herbs,other vegetables,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,
grapes,berries,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,soda,candy,,,,,,,,,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,
yogurt,spread cheese,pastry,shopping bags,,,,,,,,,,,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,whole milk,rolls/buns,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,
grapes,berries,soda,,,,,,,,,,,,,,,,,,,,
grapes,other vegetables,frozen dessert,,,,,,,,,,,,,,,,,,,,
citrus fruit,semi-finished bread,,,,,,,,,,,,,,,,,,,,,
whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,
rolls/buns,snack products,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,yogurt,brown bread,canned fish,canned beer,red/blush wine,newspapers,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,coffee,newspapers,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,
cream cheese ,coffee,bottled water,,,,,,,,,,,,,,,,,,,,
long life bakery product,waffles,newspapers,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,
sausage,domestic eggs,rolls/buns,canned fish,coffee,canned beer,white wine,male cosmetics,napkins,shopping bags,,,,,,,,,,,,,
pork,root vegetables,other vegetables,beverages,rolls/buns,pastry,sauces,bottled water,soda,red/blush wine,sparkling wine,chocolate,specialty chocolate,candy,napkins,newspapers,,,,,,,
grapes,,,,,,,,,,,,,,,,,,,,,,
bottled beer,prosecco,,,,,,,,,,,,,,,,,,,,,
instant coffee,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,cat food,chocolate,,,,,,,,,,,,,,,,,,,
citrus fruit,pickled vegetables,meat spreads,specialty chocolate,,,,,,,,,,,,,,,,,,,
beef,whole milk,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,white wine,salty snack,napkins,,,,,,,,,,,,,,,,,,
frozen meals,zwieback,fruit/vegetable juice,salty snack,long life bakery product,specialty chocolate,hygiene articles,napkins,,,,,,,,,,,,,,,
tropical fruit,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,sliced cheese,domestic eggs,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,yogurt,whipped/sour cream,frozen vegetables,soups,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,other vegetables,zwieback,shopping bags,,,,,,,,,,,,,,,,,
sausage,yogurt,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,butter,yogurt,soft cheese,rolls/buns,newspapers,,,,,,,,,,,,,,,,
curd,dessert,soda,bottled beer,cake bar,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,
whole milk,mustard,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,
onions,other vegetables,whole milk,yogurt,frozen vegetables,bottled water,fruit/vegetable juice,bottled beer,salty snack,popcorn,,,,,,,,,,,,,
whole milk,rolls/buns,vinegar,baking powder,instant coffee,bottled water,napkins,dishes,flower soil/fertilizer,,,,,,,,,,,,,,
root vegetables,onions,whole milk,butter,oil,soups,bottled beer,,,,,,,,,,,,,,,,
pip fruit,other vegetables,brown bread,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,
beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda,,,,,,,,,,,,,,,
citrus fruit,butter milk,sliced cheese,bottled water,cleaner,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,root vegetables,onions,meat spreads,napkins,newspapers,,,,,,,,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,
ice cream,chocolate,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,bottled water,soda,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,canned fish,specialty chocolate,napkins,,,,,,,,,,,,,,,,,,
sparkling wine,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda,,,,,,,,,,,,,
tropical fruit,soda,rum,,,,,,,,,,,,,,,,,,,,
long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,nut snack,,,,,,,,,,,,,,,,,,,,
ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack,,,,,,,,,,,,,,,
frankfurter,meat,citrus fruit,pip fruit,brown bread,pickled vegetables,coffee,specialty chocolate,newspapers,,,,,,,,,,,,,,
rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,,,,,,,,,,,,,
condensed milk,coffee,,,,,,,,,,,,,,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,pip fruit,processed cheese,,,,,,,,,,,,,,,,,,,
white bread,coffee,seasonal products,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,berries,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,
beef,tropical fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,cooking chocolate,,,,,,,,,,,,,,,
berries,UHT-milk,semi-finished bread,cat food,cake bar,shopping bags,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads,,,,,,,,,,,,,,,,,
whole milk,butter,butter milk,beverages,domestic eggs,rolls/buns,salt,coffee,chocolate,shopping bags,,,,,,,,,,,,,
frankfurter,curd,yogurt,hard cheese,brown bread,canned beer,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer,,,,,,,,,,,,,,,,,
whole milk,house keeping products,,,,,,,,,,,,,,,,,,,,,
citrus fruit,brown bread,pastry,white wine,chocolate,shopping bags,,,,,,,,,,,,,,,,,
dessert,UHT-milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,
whole milk,soda,soap,,,,,,,,,,,,,,,,,,,,
pastry,specialty chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,
curd cheese,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,processed cheese,soda,,,,,,,,,,,,,,,,,,,
male cosmetics,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,specialty cheese,bottled water,,,,,,,,,,,,,,,,,,,
finished products,rolls/buns,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,margarine,napkins,,,,,,,,,,,,,,
roll products ,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,tropical fruit,grapes,other vegetables,whole milk,frozen dessert,domestic eggs,soda,chocolate,,,,,,,,,,,,
beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product,,,,,,,,,,,,,,,
tropical fruit,whipped/sour cream,UHT-milk,salt,pasta,oil,salty snack,candy,,,,,,,,,,,,,,,
sausage,butter,butter milk,ice cream,coffee,salty snack,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,margarine,salty snack,,,,,,,,,,,,,,,,,,,
whole milk,specialty chocolate,light bulbs,,,,,,,,,,,,,,,,,,,,
beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,
pastry,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,
grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,
meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,
salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
finished products,beef,frozen meals,rolls/buns,soda,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pastry,seasonal products,,,,,,,,,,,,,,,,,,,
ice cream,soda,misc. beverages,liquor (appetizer),,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,yogurt,cream cheese ,processed cheese,brown bread,ketchup,salty snack,waffles,candy,,,,,,,,,,,,,
margarine,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
sausage,brown bread,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,
herbs,whipped/sour cream,semi-finished bread,chewing gum,newspapers,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,herbs,other vegetables,bottled water,bottled beer,newspapers,,,,,,,,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,
frozen potato products,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,
female sanitary products,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,yogurt,soft cheese,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,soda,salty snack,long life bakery product,waffles,chocolate marshmallow,candy,,,,,,,,,,,,,,
sausage,beverages,brown bread,salt,soda,salty snack,popcorn,dental care,make up remover,,,,,,,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,,,,,,,,,,,,,
frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,domestic eggs,vinegar,soda,,,,,,,,,,,,,,,,,,
curd,ice cream,pasta,cat food,,,,,,,,,,,,,,,,,,,
bottled water,canned beer,candy,,,,,,,,,,,,,,,,,,,,
yogurt,newspapers,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,pickled vegetables,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
sliced cheese,domestic eggs,coffee,shopping bags,,,,,,,,,,,,,,,,,,,
pip fruit,beverages,frozen meals,long life bakery product,chocolate,napkins,,,,,,,,,,,,,,,,,
chicken,whole milk,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,hard cheese,cat food,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
fish,whole milk,white bread,detergent,,,,,,,,,,,,,,,,,,,
detergent,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,canned fish,,,,,,,,,,,,,,,,,,,,
sausage,ham,yogurt,sugar,misc. beverages,abrasive cleaner,cleaner,dishes,,,,,,,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,brown bread,pastry,,,,,,,,,,,,,,,,,,,
whole milk,butter,yogurt,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,
dessert,beverages,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,butter milk,dish cleaner,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,pickled vegetables,bottled water,liquor,shopping bags,,,,,,,,,,,,,,,,
whole milk,margarine,baking powder,bottled water,bottled beer,waffles,napkins,,,,,,,,,,,,,,,,
salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
sweet spreads,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,
pork,bottled water,white wine,shopping bags,,,,,,,,,,,,,,,,,,,
beverages,pastry,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,butter,curd,chewing gum,chocolate,,,,,,,,,,,,,,,,
frankfurter,cream cheese ,white bread,,,,,,,,,,,,,,,,,,,,
sweet spreads,,,,,,,,,,,,,,,,,,,,,,
soups,male cosmetics,,,,,,,,,,,,,,,,,,,,,
soda,syrup,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,beverages,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,cat food,coffee,salty snack,napkins,,,,,,,,,,,,,,,,,,
whole milk,curd,cream cheese ,shopping bags,,,,,,,,,,,,,,,,,,,
soda,specialty bar,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,tropical fruit,dessert,pickled vegetables,salty snack,shopping bags,,,,,,,,,,,,,,,,
other vegetables,brown bread,spices,white wine,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,curd,hard cheese,specialty cheese,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,domestic eggs,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,UHT-milk,sliced cheese,cream cheese ,processed cheese,specialty cheese,canned vegetables,,,,,,,,,,,,,,,
tropical fruit,whole milk,cream cheese ,brown bread,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,white bread,salty snack,candy,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,
meat,brown bread,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,
soda,canned beer,liquor (appetizer),salty snack,shopping bags,,,,,,,,,,,,,,,,,,
yogurt,specialty bar,,,,,,,,,,,,,,,,,,,,,
frankfurter,onions,packaged fruit/vegetables,cream cheese ,brown bread,canned fish,shopping bags,,,,,,,,,,,,,,,,
ham,pip fruit,domestic eggs,pastry,semi-finished bread,cat food,newspapers,,,,,,,,,,,,,,,,
organic products,softener,hygiene articles,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen potato products,coffee,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,coffee,soda,canned beer,,,,,,,,,,,,,,,,,,
sausage,coffee,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,
sausage,UHT-milk,pickled vegetables,bottled water,canned beer,,,,,,,,,,,,,,,,,,
frankfurter,pork,curd,shopping bags,,,,,,,,,,,,,,,,,,,
male cosmetics,,,,,,,,,,,,,,,,,,,,,,
frozen meals,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,semi-finished bread,sugar,soda,salty snack,specialty bar,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,long life bakery product,newspapers,,,,,,,,,,,,,,,,,
frankfurter,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,
grapes,brown bread,,,,,,,,,,,,,,,,,,,,,
grapes,sugar,cling film/bags,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,newspapers,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,butter,yogurt,brown bread,margarine,fruit/vegetable juice,hygiene articles,newspapers,,,,,,,,,,,,,,
frankfurter,sausage,citrus fruit,frozen vegetables,frozen meals,vinegar,oil,coffee,waffles,cooking chocolate,hygiene articles,,,,,,,,,,,,
liver loaf,whole milk,rolls/buns,misc. beverages,chocolate,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
soft cheese,coffee,candy,,,,,,,,,,,,,,,,,,,,
pork,beef,berries,domestic eggs,oil,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,
pip fruit,grapes,frozen meals,rolls/buns,mustard,canned beer,liqueur,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,
meat,hamburger meat,other vegetables,whole milk,rolls/buns,candy,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,sliced cheese,pasta,shopping bags,,,,,,,,,,,,,,,,,,
root vegetables,margarine,candles,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,condensed milk,,,,,,,,,,,,,,,,,,,
canned beer,salty snack,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,UHT-milk,pastry,margarine,cat food,chocolate,dishes,newspapers,,,,,,,,,,,,,,,
tropical fruit,yogurt,rolls/buns,skin care,shopping bags,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,root vegetables,yogurt,cream cheese ,flour,sugar,napkins,newspapers,,,,,,,,,,,,,,
tropical fruit,butter milk,brown bread,flour,,,,,,,,,,,,,,,,,,,
sugar,specialty bar,,,,,,,,,,,,,,,,,,,,,
finished products,whole milk,softener,,,,,,,,,,,,,,,,,,,,
meat,pip fruit,whole milk,soda,newspapers,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,curd,dessert,cream cheese ,rolls/buns,brown bread,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,mustard,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,
pork,herbs,other vegetables,whole milk,curd cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,
UHT-milk,soda,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,domestic eggs,dishes,,,,,,,,,,,,,,,,,,,
whole milk,butter,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,brown bread,oil,sauces,,,,,,,,,,,,,,,,,,
pip fruit,pastry,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,
root vegetables,frozen vegetables,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,other vegetables,frozen vegetables,frozen fish,zwieback,margarine,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,whole milk,curd,pastry,flour,margarine,sugar,organic products,,,,,,,,,,,,,
root vegetables,whole milk,whipped/sour cream,soda,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,
UHT-milk,domestic eggs,oil,margarine,,,,,,,,,,,,,,,,,,,
pork,other vegetables,Instant food products,detergent,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,whole milk,soft cheese,frozen chicken,rolls/buns,margarine,seasonal products,,,,,,,,,,,,,,,
whole milk,hard cheese,brown bread,coffee,soda,,,,,,,,,,,,,,,,,,
beef,grapes,other vegetables,whole milk,dessert,yogurt,frozen vegetables,cake bar,dishes,newspapers,,,,,,,,,,,,,
sausage,ham,root vegetables,other vegetables,whole milk,yogurt,rolls/buns,pastry,margarine,bottled water,shopping bags,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,
root vegetables,margarine,pet care,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,yogurt,cream cheese ,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,rolls/buns,soda,liquor (appetizer),specialty bar,shopping bags,,,,,,,,,,,,,,,,
sausage,soda,,,,,,,,,,,,,,,,,,,,,
tropical fruit,onions,whole milk,cream cheese ,specialty cheese,bottled water,soda,,,,,,,,,,,,,,,,
frankfurter,berries,whole milk,rice,coffee,cling film/bags,,,,,,,,,,,,,,,,,
sausage,citrus fruit,berries,other vegetables,whole milk,butter,whipped/sour cream,brown bread,soups,coffee,bottled water,bottled beer,waffles,,,,,,,,,,
tropical fruit,hard cheese,frozen vegetables,domestic eggs,semi-finished bread,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,
ham,beef,citrus fruit,newspapers,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen dessert,rolls/buns,bottled water,flower (seeds),,,,,,,,,,,,,,,,,,
sausage,cream cheese ,domestic eggs,rolls/buns,cereals,canned vegetables,cat food,soda,misc. beverages,,,,,,,,,,,,,,
frankfurter,domestic eggs,mustard,seasonal products,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,root vegetables,other vegetables,whole milk,yogurt,pastry,soda,napkins,shopping bags,,,,,,,,,,,,,
frankfurter,sausage,pork,beef,hamburger meat,tropical fruit,root vegetables,whole milk,yogurt,spread cheese,rolls/buns,pastry,bottled beer,canned beer,newspapers,,,,,,,,
beef,tropical fruit,margarine,bottled water,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,ham,grapes,other vegetables,dessert,whipped/sour cream,bottled water,soda,,,,,,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,other vegetables,spices,flower (seeds),,,,,,,,,,,,,,,,,,
other vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,
pork,whipped/sour cream,rolls/buns,oil,soda,long life bakery product,chocolate,candy,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,
grapes,pasta,dishes,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,domestic eggs,salty snack,long life bakery product,napkins,,,,,,,,,,,,,,,,,
herbs,whole milk,butter,soups,bottled water,bottled beer,,,,,,,,,,,,,,,,,
frankfurter,meat,whole milk,butter,yogurt,cream cheese ,rolls/buns,pastry,,,,,,,,,,,,,,,
sausage,finished products,pork,berries,root vegetables,packaged fruit/vegetables,whole milk,curd,frozen vegetables,brown bread,sugar,soda,fruit/vegetable juice,chocolate,specialty chocolate,specialty bar,hygiene articles,napkins,,,,,
sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,
ham,hard cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
finished products,other vegetables,long life bakery product,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,pastry,male cosmetics,hygiene articles,,,,,,,,,,,,,,,,,,
berries,other vegetables,yogurt,frozen fish,oil,margarine,salty snack,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,yogurt,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,
liver loaf,beef,whole milk,yogurt,soft cheese,frozen vegetables,white bread,roll products ,vinegar,baking powder,fruit/vegetable juice,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,cream cheese ,sweet spreads,coffee,canned beer,cling film/bags,shopping bags,,,,,,,,,,,,,,,,
